trip_duration_days,miles_traveled,total_receipts_amount,output,miles_per_day,receipts_per_day,receipts_per_mile,est_mileage_reimb,est_per_diem,est_total_simple,high_mileage,very_high_mileage,long_trip,medium_trip,overnight,high_receipts,very_high_receipts,low_receipts,near_receipt_cap,over_receipt_cap,under_100_miles,local_trip,regional_trip,miles_x_duration,receipts_x_duration,miles_x_receipts,receipts_to_miles_ratio,miles_to_days_ratio,miles_squared,duration_squared,receipts_squared,miles_sqrt,duration_sqrt,receipts_sqrt,miles_log,duration_log,receipts_log,miles_<100,miles_100-300,miles_300-500,miles_>500,dur_Short,dur_Medium,dur_Long,rec_Low,rec_Medium,rec_High,rec_VeryHigh,miles_zscore,duration_zscore,receipts_zscore,anomaly_miles,anomaly_duration,anomaly_receipts,weighted_estimate_v1,weighted_estimate_v2
4,6.0,458.7,459.21,1.5,114.675,76.45,3.93,600.0,1062.63,0,0,0,1,1,0,0,0,0,0,1,1,0,24.0,1834.8,2752.2,76.45,1.5,36.0,16,210405.69,2.449489742783178,2.0,21.417282740814716,1.9459101490553132,1.6094379124341003,6.130574102812182,True,False,False,False,False,True,False,False,True,False,False,-1.627793019720323,-0.7816048874214861,-0.984811001435085,0,0,0,570.8900000000001,861.7
14,807.0,2358.41,1819.41,57.642857142857146,168.45785714285714,2.922441140024783,528.585,2100.0,4986.995,1,1,1,0,1,1,1,0,0,1,0,0,0,11298.0,33017.74,1903236.8699999999,2.922441140024783,57.642857142857146,651249.0,196,5562097.728099999,28.407745422683583,3.7416573867739413,48.56346363265289,6.694562058521095,2.70805020110221,7.766166866764446,False,False,False,True,False,False,True,False,False,False,True,0.625362835713496,1.800790115072411,1.5762342564366871,0,0,0,3115.313,4161.91
10,692.0,1671.71,1701.23,69.2,167.171,2.4157658959537573,453.26,1500.0,3624.9700000000003,1,1,1,0,1,1,1,0,0,1,0,0,0,6920.0,16717.1,1156823.32,2.4157658959537573,69.2,478864.0,100,2794614.3241000003,26.30589287593181,3.1622776601683795,40.88655035583217,6.541029999189903,2.3978952727983707,7.422200344658435,False,False,False,True,False,False,True,False,False,False,True,0.3018760399895395,0.7678321140748522,0.6504772837510954,0,0,0,2290.628,3017.71
3,117.0,21.99,359.1,39.0,7.329999999999999,0.18794871794871792,76.635,450.0,548.625,0,0,0,0,1,0,0,1,0,0,0,0,1,351.0,65.97,2572.83,0.18794871794871792,39.0,13689.0,9,483.5600999999999,10.816653826391969,1.7320508075688772,4.689349635077342,4.770684624465665,1.3862943611198906,3.1350593387750902,False,True,False,False,True,False,False,True,False,False,False,-1.3155579386302432,-1.0398443876708758,-1.5735503745842403,0,0,0,244.227,380.49
12,33.0,1249.13,1707.38,2.75,104.09416666666668,37.85242424242425,21.615000000000002,1800.0,3070.745,0,0,1,0,1,1,1,0,0,1,1,1,0,396.0,14989.560000000001,41221.29,37.85242424242425,2.75,1089.0,144,1560325.7569000004,5.744562646538029,3.4641016151377544,35.34303325975291,3.5263605246161616,2.5649493574615367,7.131002824888721,True,False,False,False,False,False,True,False,False,True,False,-1.5518439459416549,1.2843111145736317,0.08078690728760701,0,0,0,1620.919,2465.63
8,836.0,735.52,1606.63,104.5,91.94,0.8798086124401914,547.58,1200.0,2483.1,1,1,1,0,1,0,0,0,1,0,0,0,0,6688.0,5884.16,614894.72,0.8798086124401914,104.5,698896.0,64,540989.6704,28.91366458960192,2.8284271247461903,27.120471972294286,6.729824070489475,2.1972245773362196,6.601936390999019,False,False,False,True,False,False,True,False,True,False,False,0.7069377668091025,0.25135311357607276,-0.6116232263093743,0,0,0,1535.996,1953.52
6,204.0,818.99,628.4,34.0,136.49833333333333,4.014656862745098,133.62,900.0,1852.6100000000001,0,0,0,1,1,1,0,0,0,1,0,0,1,1224.0,4913.9400000000005,167073.96,4.014656862745098,34.0,41616.0,36,670744.6201000001,14.2828568570857,2.449489742783178,28.618001327835596,5.3230099791384085,1.9459101490553132,6.709292145061987,False,True,False,False,False,True,False,False,False,True,False,-1.0708331453434239,-0.2651258869227067,-0.4990952890586587,0,0,0,1088.812,1520.99
9,1097.0,2330.2,1728.07,121.88888888888889,258.9111111111111,2.1241567912488604,718.5350000000001,1350.0,4398.735,1,1,1,0,1,1,1,0,0,1,0,0,0,9873.0,20971.8,2556229.4,2.1241567912488604,121.88888888888889,1203409.0,81,5429832.039999999,33.12099032335839,3.0,48.27214517711016,7.001245622069476,2.302585092994046,7.75413843544094,False,False,False,False,False,False,True,False,False,False,True,1.4411121466695602,0.5095926138254625,1.5382036692815093,0,0,0,3032.6949999999997,3778.7
8,80.0,1092.18,1365.73,10.0,136.5225,13.65225,52.400000000000006,1200.0,2344.58,0,0,1,0,1,1,0,0,0,1,1,0,0,640.0,8737.44,87374.40000000001,13.65225,10.0,6400.0,64,1192857.1524000003,8.94427190999916,2.8284271247461903,33.04814669538975,4.394449154672439,2.1972245773362196,6.996846158972545,True,False,False,False,False,False,True,False,False,True,False,-1.419636298993603,0.25135311357607276,-0.13080120522586863,0,0,0,1326.1440000000002,1932.18
10,958.0,1643.76,1827.18,95.8,164.376,1.7158246346555324,627.49,1500.0,3771.25,1,1,1,0,1,1,1,0,0,1,0,0,0,9580.0,16437.6,1574722.08,1.7158246346555324,95.8,917764.0,100,2701946.9376,30.95157508108432,3.1622776601683795,40.54331017566277,6.8658910748834385,2.3978952727983707,7.4053497558989845,False,False,False,True,False,False,True,False,False,False,True,1.0501150631423433,0.7678321140748522,0.6127972089199284,0,0,0,2442.498,3122.76
8,275.0,2347.09,1454.47,34.375,293.38625,8.534872727272727,180.125,1200.0,3727.215,0,0,1,0,1,1,1,0,0,1,0,0,1,2200.0,18776.72,645449.75,8.534872727272727,34.375,75625.0,64,5508831.468100001,16.583123951777,2.8284271247461903,48.446774918460775,5.62040086571715,2.1972245773362196,7.76135751070743,False,True,False,False,False,False,True,False,False,False,True,-0.8711152105921116,0.25135311357607276,1.5609734890989841,0,0,0,2457.7970000000005,3284.59
3,158.0,1070.74,1183.16,52.666666666666664,356.91333333333336,6.7768354430379745,103.49000000000001,450.0,1624.23,0,0,0,0,1,1,0,0,0,1,0,0,1,474.0,3212.2200000000003,169176.92,6.7768354430379745,52.666666666666664,24964.0,9,1146484.1476,12.569805089976535,1.7320508075688772,32.722163742637804,5.0689042022202315,1.3862943611198906,6.977038774900383,False,True,False,False,True,False,False,False,False,True,False,-1.2002278636330064,-1.0398443876708758,-0.15970499071353303,0,0,0,1110.082,1449.74
1,620.0,973.91,1112.02,620.0,973.91,1.5708225806451612,406.1,150.0,1530.01,1,1,0,0,0,1,0,0,0,1,0,0,0,620.0,973.91,603824.2,1.5708225806451612,620.0,384400.0,1,948500.6880999999,24.899799195977465,1.0,31.207531142338063,6.431331081933479,0.6931471805599453,6.882345159044922,False,False,False,True,True,False,False,False,False,True,False,0.099345176579758,-1.5563233881696554,-0.2902438689211141,0,0,0,1235.228,1383.9099999999999
7,709.0,320.8,1116.62,101.28571428571429,45.82857142857143,0.4524682651622003,464.39500000000004,1050.0,1835.1950000000002,1,1,0,1,1,0,0,0,0,0,0,0,0,4963.0,2245.6,227447.2,0.4524682651622003,101.28571428571429,502681.0,49,102912.64000000001,26.627053911388696,2.6457513110645907,17.91089054179049,6.565264970035361,2.0794415416798357,5.773930234558283,False,False,False,True,False,True,False,False,True,False,False,0.34969582718351566,-0.006886386673316989,-1.17071734559315,0,0,0,1071.035,1375.3
9,72.0,1281.32,1515.54,8.0,142.36888888888888,17.79611111111111,47.160000000000004,1350.0,2678.48,0,0,1,0,1,1,1,0,0,1,1,0,0,648.0,11531.88,92255.04,17.79611111111111,8.0,5184.0,81,1641780.9423999998,8.48528137423857,3.0,35.79553044724997,4.290459441148391,2.302585092994046,7.156426216317626,True,False,False,False,False,False,True,False,False,True,False,-1.4421397282613566,0.5095926138254625,0.12418302924879683,0,0,0,1522.2160000000001,2217.3199999999997
7,577.0,1959.13,1603.6,82.42857142857143,279.8757142857143,3.3953726169844023,377.935,1050.0,3387.065,1,1,0,1,1,1,1,0,0,1,0,0,0,4039.0,13713.91,1130418.01,3.3953726169844023,82.42857142857143,332929.0,49,3838190.3569000005,24.020824298928627,2.6457513110645907,44.26206050332497,6.359573868672378,2.0794415416798357,7.580766076555668,False,False,False,True,False,True,False,False,False,False,True,-0.021610755734417047,-0.006886386673316989,1.0379551767018642,0,0,0,2295.239,2947.63
7,273.0,285.83,793.58,39.0,40.832857142857144,1.0469963369963369,178.815,1050.0,1514.645,0,0,0,1,1,0,0,1,0,0,0,0,1,1911.0,2000.81,78031.59,1.0469963369963369,39.0,74529.0,49,81698.78889999999,16.522711641858304,2.6457513110645907,16.906507622806078,5.6131281063880705,2.0794415416798357,5.658889705765464,False,True,False,False,False,True,False,True,False,False,False,-0.8767410679090499,-0.006886386673316989,-1.21786125317261,0,0,0,757.479,1122.33
2,274.0,888.24,917.79,137.0,444.12,3.241751824817518,179.47,300.0,1367.71,0,0,0,0,1,1,0,0,0,1,0,0,1,548.0,1776.48,243377.76,3.241751824817518,137.0,75076.0,4,788970.2976,16.55294535724685,1.4142135623730951,29.803355515780435,5.616771097666572,1.0986122886681098,6.790367165333791,False,True,False,False,True,False,False,False,False,True,False,-0.8739281392505808,-1.2980838879202656,-0.40573767968269064,0,0,0,990.0620000000001,1225.24
4,1100.0,370.61,860.32,275.0,92.6525,0.33691818181818184,720.5,600.0,1691.1100000000001,1,1,0,1,1,0,0,0,0,0,0,0,0,4400.0,1482.44,407671.0,0.33691818181818184,275.0,1210000.0,16,137351.7721,33.166247903554,2.0,19.25123372669918,7.00397413672268,1.6094379124341003,5.917844917234218,False,False,False,False,False,True,False,False,True,False,False,1.4495509326449678,-0.7816048874214861,-1.1035672730586088,0,0,0,1216.988,1320.6100000000001
6,372.0,2494.69,1742.34,62.0,415.7816666666667,6.7061559139784945,243.66,900.0,3638.35,1,0,0,1,1,1,1,0,0,1,0,0,0,2232.0,14968.14,928024.68,6.7061559139784945,62.0,138384.0,36,6223478.1961,19.28730152198591,2.449489742783178,49.94687177391593,5.921578419643816,1.9459101490553132,7.82232052305807,False,False,True,False,False,True,False,False,False,False,True,-0.5982611307206004,-0.2651258869227067,1.7599566391913002,0,0,0,2539.4120000000003,3280.69
3,712.0,512.23,751.16,237.33333333333334,170.74333333333334,0.7194241573033708,466.36,450.0,1428.5900000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,2136.0,1536.69,364707.76,0.7194241573033708,237.33333333333334,506944.0,9,262379.5729,26.68332812825267,1.7320508075688772,22.632498757317983,6.569481420414296,1.3862943611198906,6.2407240877749635,False,False,False,True,True,False,False,False,True,False,False,0.3581346131589232,-1.0398443876708758,-0.9126459064185425,0,0,0,1026.144,1168.23
4,217.0,1506.46,1455.37,54.25,376.615,6.94221198156682,142.13500000000002,600.0,2248.5950000000003,0,0,0,1,1,1,1,0,0,1,0,0,1,868.0,6025.84,326901.82,6.94221198156682,54.25,47089.0,16,2269421.7316,14.730919862656235,2.0,38.8131421041894,5.384495062789089,1.6094379124341003,7.318181394252624,False,True,False,False,False,True,False,False,False,False,True,-1.0342650727833245,-0.7816048874214861,0.4276997393557348,0,0,0,1547.303,2014.96
5,230.0,333.69,538.36,46.0,66.738,1.4508260869565217,150.65,750.0,1234.3400000000001,0,0,0,1,1,0,0,0,0,0,0,0,1,1150.0,1668.45,76748.7,1.4508260869565217,46.0,52900.0,25,111349.0161,15.165750888103101,2.23606797749979,18.267183690979845,5.442417710521793,1.791759469228055,5.813204730268699,False,True,False,False,False,True,False,False,True,False,False,-0.9976970002232249,-0.5233653871720965,-1.15334002306815,0,0,0,667.602,948.69
4,627.0,956.98,1337.63,156.75,239.245,1.5262838915470496,410.685,600.0,1967.665,1,1,0,1,1,1,0,0,0,1,0,0,0,2508.0,3827.92,600026.46,1.5262838915470496,156.75,393129.0,16,915810.7204,25.03996805109783,2.0,30.93509334073521,6.4425401664681985,1.6094379124341003,6.864826900926214,False,False,False,True,False,True,False,False,False,True,False,0.11903567718904232,-0.7816048874214861,-0.31306761371151315,0,0,0,1376.269,1670.48
10,174.0,1991.96,1542.4,17.4,199.196,11.448045977011494,113.97,1500.0,3605.93,0,0,1,0,1,1,1,0,0,1,0,0,1,1740.0,19919.6,346601.04,11.448045977011494,17.4,30276.0,100,3967904.6416,13.19090595827292,3.1622776601683795,44.63137909587827,5.1647859739235145,2.3978952727983707,7.597376249765524,False,True,False,False,False,False,True,False,False,False,True,-1.1552210050974994,0.7678321140748522,1.08221409822985,0,0,0,2207.5380000000005,3078.96
10,1009.0,2164.22,1889.87,100.9,216.42199999999997,2.144915758176412,660.895,1500.0,4325.115,1,1,1,0,1,1,1,0,0,1,0,0,0,10090.0,21642.199999999997,2183697.98,2.144915758176412,100.9,1018081.0,100,4683848.208399999,31.76476034853718,3.1622776601683795,46.52117797304793,6.917705609835305,2.3978952727983707,7.680277251902146,False,False,False,False,False,False,True,False,False,False,True,1.1935744247242719,0.7678321140748522,1.3144419941302723,0,0,0,2892.2709999999997,3668.72
1,140.0,22.71,199.68,140.0,22.71,0.16221428571428573,91.7,150.0,264.40999999999997,0,0,0,0,0,0,0,1,0,0,0,0,1,140.0,22.71,3179.4,0.16221428571428573,140.0,19600.0,1,515.7441,11.832159566199232,1.0,4.765501022977542,4.948759890378168,0.6931471805599453,3.165896900077314,False,True,False,False,True,False,False,True,False,False,False,-1.250860579485452,-1.5563233881696554,-1.572579725071595,0,0,0,159.868,192.71
3,1162.0,2152.66,1434.71,387.3333333333333,717.5533333333333,1.8525473321858863,761.11,450.0,3363.77,1,1,0,0,1,1,1,0,0,1,0,0,0,3486.0,6457.98,2501390.92,1.8525473321858863,387.3333333333333,1350244.0,9,4633945.075599999,34.08812109811862,1.7320508075688772,46.396767128755855,7.0587581525186645,1.3862943611198906,7.674923999389211,False,False,False,False,True,False,False,False,False,False,True,1.6239525094700573,-1.0398443876708758,1.2988576769550204,0,0,0,2633.238,3033.66
10,57.0,936.89,1237.07,5.7,93.689,16.436666666666667,37.335,1500.0,2474.225,0,0,1,0,1,1,0,0,0,1,1,0,0,570.0,9368.9,53402.729999999996,16.436666666666667,5.7,3249.0,100,877762.8720999999,7.54983443527075,3.1622776601683795,30.608658905610355,4.060443010546419,2.3978952727983707,6.843632671340555,True,False,False,False,False,False,True,False,False,True,False,-1.4843336581383944,0.7678321140748522,-0.3401514313629673,0,0,0,1286.8470000000002,1965.3899999999999
6,690.0,1009.37,1559.83,115.0,168.22833333333332,1.4628550724637681,451.95000000000005,900.0,2361.32,1,1,0,1,1,1,0,0,0,1,0,0,0,4140.0,6056.22,696465.3,1.4628550724637681,115.0,476100.0,36,1018827.7969,26.267851073127396,2.449489742783178,31.770583878802103,6.53813982376767,1.9459101490553132,6.918071879384088,False,False,False,True,False,True,False,False,False,True,False,0.2962501826726011,-0.2651258869227067,-0.24243938042332594,0,0,0,1559.4460000000001,1954.37
6,957.0,727.75,1448.72,159.5,121.29166666666667,0.7604493207941484,626.835,900.0,2254.585,1,1,0,1,1,0,0,0,1,0,0,0,0,5742.0,4366.5,696456.75,0.7604493207941484,159.5,915849.0,36,529620.0625,30.93541659651604,2.449489742783178,26.97684192043242,6.86484777797086,1.9459101490553132,6.591330737664702,False,False,False,True,False,True,False,False,True,False,False,1.047302134483874,-0.2651258869227067,-0.6220981523000063,0,0,0,1509.035,1806.25
4,675.0,381.48,779.68,168.75,95.37,0.5651555555555556,442.125,600.0,1423.605,1,1,0,1,1,0,0,0,0,0,0,0,0,2700.0,1525.92,257499.0,0.5651555555555556,168.75,455625.0,16,145526.9904,25.98076211353316,2.0,19.5315129982293,6.516193076042964,1.6094379124341003,5.946676364317848,False,False,False,True,False,True,False,False,True,False,False,0.2540562527955633,-0.7816048874214861,-1.0889131616663088,0,0,0,947.309,1118.98
11,859.0,146.71,1267.98,78.0909090909091,13.337272727272728,0.17079161816065194,562.645,1650.0,2359.355,1,1,1,0,1,0,0,1,0,0,0,0,0,9449.0,1613.8100000000002,126023.89000000001,0.17079161816065194,78.0909090909091,737881.0,121,21523.8241,29.30870177950569,3.3166247903554,12.112390350380887,6.756932389247553,2.4849066497880004,4.995250892052509,False,False,False,True,False,False,True,True,False,False,False,0.7716351259538937,1.0260716143242419,-1.4054123090048796,0,0,0,1230.013,1676.21
